store,year_end_sales
5060,78696.01000000002
5065,54667.279999999926
5068,550180.3400000011
5070,61727.700000000135
5071,92089.09000000013
5077,424639.4899999994
5080,215391.39000000036
5086,140837.76999999993
5091,59612.85999999987
5098,187841.47000000038
5102,3639515.1800000183
5106,263037.37999999995
5107,57666.63000000003
5108,102034.41000000024
5111,45377.069999999934
5113,395979.36000000144
5116,274907.27000000054
5124,348155.47000000085
5125,458916.1599999997
5126,417157.3800000021
5127,430685.3500000024
5128,280591.66000000155
5129,277212.9300000002
5131,193759.01000000033
5135,190338.56000000043
5138,42662.15
5140,206039.17999999988
5142,142467.64000000036
5144,2307609.819999997
5145,388980.3200000029
5146,536290.4299999999
5149,155067.09000000017
5151,254842.5199999998
5155,175705.46000000008
5162,221114.67000000065
5164,80895.62999999977
5167,325190.1400000004
5173,108958.42000000011
5176,215804.55999999965
5187,175124.20999999993
5197,67809.17999999986
5198,171500.68000000037
5206,108242.46999999988
5207,296779.8900000015
5210,250938.10999999917
5211,64142.7699999997
5219,89357.42999999992
5222,439463.6900000019
5225,53479.90999999986
5226,160730.30999999985
5230,301391.8500000005
5236,441188.64999999997
5237,177248.00000000055
5244,462370.59000000014
5245,131186.61000000028
5251,1017868.8000000069
5254,195507.28000000014
5257,716101.1299999984
5259,123312.96999999988
5286,152914.12000000002
5292,80478.77999999985
5293,603883.320000003
5298,674296.1399999986
5299,128936.33000000022
5307,274175.2200000006
5309,244446.04000000094
5314,107131.42999999979
5315,119482.92999999966
5316,47467.03999999993
5319,126652.1600000001
5322,78229.28000000016
5324,32557.96000000003
5326,504040.89000000217
5327,248126.44000000102
5334,118906.50000000017
5335,160729.03000000003
5338,73627.80999999976
5340,87807.2199999996
5341,81205.38999999984
5343,59979.479999999756
5347,103368.21999999967
5351,902519.7000000052
5357,66643.74000000002
5358,59791.88999999998
5359,155036.51000000013
5360,162418.08000000005
5361,132721.93000000023
5362,151302.57999999964
5364,68000.96000000004
5366,186516.18000000014
5374,190491.2900000001
5380,94396.03000000028
5385,126865.23000000003
5402,302131.6400000013
5411,87710.39000000007
5415,248750.21999999968
5416,211925.05000000107
5423,290831.5599999988
5425,233935.6100000007
5426,117913.51000000001
5427,80653.10999999984
5431,251540.79999999946
5434,78067.72999999997
5435,91589.72999999994
5436,81475.19000000016
5437,212273.6300000001
5441,168905.19999999998
5443,396513.4200000017
5444,345227.3700000016
5446,139873.41999999998
5448,161051.14999999997
5455,93461.81000000016
5460,138759.7599999997
5462,170870.55000000016
5463,129992.47
5465,84699.54999999978
5466,209082.19000000058
5471,333928.39000000036
5476,266022.55000000034
5481,208374.55000000045
5482,222368.3200000001
5487,45121.40000000001
5490,61080.379999999896
5496,142707.57000000018
5501,105124.43999999992
5504,108701.97000000002
5505,166399.79999999987
5507,87402.90999999995
5514,453923.3200000005
5517,76800.5399999998
5524,240707.1600000004
5526,169865.7699999998
5527,348823.7900000006
5528,69809.67000000007
5555,108267.56000000008
5559,256600.26000000007
5566,267273.28000000067
5577,100640.29999999997
5592,66781.40000000001
5593,126786.09000000013
5596,204968.96999999968
5597,168049.0400000004
5598,192664.91999999993
5599,234701.90000000052
5600,500903.7700000022
5606,186186.84000000043
5614,181789.29000000004
5623,145761.03000000035
5633,282188.00000000047
5635,84422.17999999992
5636,213926.4200000007
5643,87197.28000000023
5645,269012.6500000013
5646,169372.91000000015
5651,239330.4600000016
5655,142665.18000000023
5656,120899.7700000002
5660,327352.36000000086
5661,351325.4600000019
5662,193747.96000000025
5663,194664.71999999977
5665,50209.32999999996
5669,139908.98
5676,189042.56000000026
5678,316950.5500000009
5681,59951.279999999955
5682,238921.40999999986
5684,137645.05999999997
5685,122313.10999999997
5691,197988.74999999953
5692,96864.3600000002
5703,287107.26000000007
5705,219503.6500000008
5706,178601.54000000015
5708,147137.03999999983
5709,122917.96000000011
5713,106238.24000000017
5728,370486.4200000009
5731,164899.40999999968
5732,178971.17999999988
5740,100663.97000000003
5842,237845.5500000006
